Treatments,Time,BT,BV,CH,BU,CS,CA,DP,DSM,MS001,MS008,MS014
BT-BU-BV-CA-CS-DP,0,0.001666667,0.001666667,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.0,0.0,0.0
BT-BU-BV-CA-CS-DP,12,1.116771316,0.190537847,0.0,0.114888978,0.127688512,0.002909606,0.021037117,0.0,0.0,0.0,0.0
BT-BU-BV-CA-CS-DP,24,1.193564205,0.044795902,0.0,0.097576323,0.2977281,0.077204592,0.031380878,0.0,0.0,0.0,0.0
BT-BU-BV-CA-DP,0,0.002,0.002,0.0,0.002,0.0,0.002,0.002,0.0,0.0,0.0,0.0
BT-BU-BV-CA-DP,12,1.116552706,0.312622055,0.0,0.063023773,0.0,0.00105719,0.018077613,0.0,0.0,0.0,0.0
BT-BU-BV-CA-DP,24,1.447190123,0.032820864,0.0,0.054920349,0.0,0.018695981,0.023706044,0.0,0.0,0.0,0.0
BT-BU-CA-CH,0,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CH,12,1.139664297,0.0,0.036391094,0.358277937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CH,24,1.012235522,0.0,0.049817724,0.224113412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CH-CS,0,0.002,0.0,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CH-CS,12,1.270747779,0.0,0.087265923,0.461787571,0.047855163,0.001343611,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CH-CS,24,0.977195438,0.0,0.089504928,0.185898014,0.048784681,0.001950231,0.0,0.0,0.0,0.0,0.0
BT-BU-CA-CS-DP,0,0.002,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0
BT-BU-CA-CS-DP,12,1.232272221,0.0,0.0,0.234309324,0.236466613,0.002985826,0.033632677,0.0,0.0,0.0,0.0
BT-BU-CA-CS-DP,24,1.308652061,0.0,0.0,0.128949249,0.278622409,0.049493299,0.042949619,0.0,0.0,0.0,0.0
BT-BU-CA-MS008-CH-CS,0,0.001666667,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.0,0.0,0.001666667,0.0
BT-BU-CA-MS008-CH-CS,12,1.089964092,0.0,0.040147332,0.451911507,0.028827493,0.002351274,0.0,0.0,0.0,0.226798307,0.0
BT-BU-CA-MS008-CH-CS,24,0.940326531,0.0,0.038717718,0.249233681,0.027267236,0.004108026,0.0,0.0,0.0,0.288013447,0.0
BT-BU-CH-DP,0,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
BT-BU-CH-DP,12,1.228591776,0.0,0.066941229,0.418825353,0.0,0.0,0.039808325,0.0,0.0,0.0,0.0
BT-BU-CH-DP,24,1.051998415,0.0,0.240207582,0.28385646,0.0,0.0,0.03960419,0.0,0.0,0.0,0.0
BT-BU-MS014-CH-DP,0,0.002,0.0,0.002,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.002
BT-BU-MS014-CH-DP,12,1.11346098,0.0,0.049524116,0.499408823,0.0,0.0,0.042014833,0.0,0.0,0.0,0.317424607
BT-BU-MS014-CH-DP,24,1.071572999,0.0,0.032677717,0.408933615,0.0,0.0,0.026260518,0.0,0.0,0.0,0.216721768
BT-BV-CA-CS-DP,0,0.002,0.002,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.0,0.0
BT-BV-CA-CS-DP,12,1.130309385,0.392285992,0.0,0.0,0.129721089,0.001182816,0.02150071,0.0,0.0,0.0,0.0
BT-BV-CA-CS-DP,24,1.479136861,0.049051487,0.0,0.0,0.250996723,0.026700729,0.025947523,0.0,0.0,0.0,0.0
BT-BV-CH-BU-CS-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.0
BT-BV-CH-BU-CS-CA-DP_0,12,1.104770133,0.179777551,0.212015752,0.401490514,0.021472142,0.018853547,0.046787036,0.0,0.0,0.0,0.0
BT-BV-CH-BU-CS-CA-DP_0,24,1.04351902,0.026561931,0.191174923,0.303696177,0.039351074,0.028245874,0.059284295,0.0,0.0,0.0,0.0
BT-BV-CH-DP,0,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
BT-BV-CH-DP,12,1.440273149,0.169505055,0.05907313,0.0,0.0,0.0,0.038982025,0.0,0.0,0.0,0.0
BT-BV-CH-DP,24,1.605372493,0.012213557,0.194684569,0.0,0.0,0.0,0.048396053,0.0,0.0,0.0,0.0
BT-BV-DSM-BU-CS-CA-DP_0,0,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0
BT-BV-DSM-BU-CS-CA-DP_0,12,0.932000344,0.089004374,0.0,0.291357674,0.110835938,0.023785905,0.036213133,0.423802633,0.0,0.0,0.0
BT-BV-DSM-BU-CS-CA-DP_0,24,0.70846961,0.084416003,0.0,0.197912986,0.198545283,0.083606545,0.030812308,0.577070579,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CA-DP_0,12,0.813182263,0.09684879,0.221925337,0.465839563,0.0,0.014800791,0.048166179,0.214570373,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CA-DP_0,24,0.916013137,0.021785618,0.177654735,0.395551563,0.0,0.015594671,0.054078452,0.268988464,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-CA_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-CA_0,12,0.819566081,0.165307217,0.185107617,0.408795856,0.074406986,0.015861436,0.0,0.144121451,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-CA_0,24,0.839403698,0.042994346,0.07856605,0.255850761,0.126104254,0.03709097,0.0,0.261323279,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-DP_0,12,0.87964821,0.114830625,0.161537541,0.52040664,0.031488452,0.0,0.056743312,0.222011894,0.0,0.0,0.0
BT-BV-DSM-CH-BU-CS-DP_0,24,0.650796923,0.027637049,0.190669461,0.31255742,0.05002556,0.0,0.037360614,0.266119629,0.0,0.0,0.0
BT-BV-DSM-CH-CS-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0
BT-BV-DSM-CH-CS-CA-DP_0,12,1.108842269,0.186165684,0.126407964,0.0,0.044726941,0.031072291,0.07630086,0.282150634,0.0,0.0,0.0
BT-BV-DSM-CH-CS-CA-DP_0,24,1.087221295,0.069186742,0.093452461,0.0,0.089799211,0.03188087,0.083897151,0.428062245,0.0,0.0,0.0
BT-BV-MS001-BU-CS-CA-DP_0,0,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0
BT-BV-MS001-BU-CS-CA-DP_0,12,0.64709308,0.088616829,0.0,0.292826327,0.067192825,0.017417236,0.021701213,0.0,0.64665243,0.0,0.0
BT-BV-MS001-BU-CS-CA-DP_0,24,0.666666238,0.026042711,0.0,0.217456601,0.136722092,0.102708403,0.023794824,0.0,0.72910913,0.0,0.0
BT-BV-MS001-CH-BU-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0
BT-BV-MS001-CH-BU-CA-DP_0,12,0.703554638,0.071733231,0.090608995,0.391390906,0.0,0.011245296,0.033053445,0.0,0.50624681,0.0,0.0
BT-BV-MS001-CH-BU-CA-DP_0,24,0.906411204,0.01706892,0.115603698,0.311760021,0.0,0.019143394,0.035699514,0.0,0.743146581,0.0,0.0
BT-BV-MS001-CH-BU-CS-CA_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.001428571,0.0,0.0
BT-BV-MS001-CH-BU-CS-CA_0,12,0.677593379,0.095470657,0.07542082,0.316027569,0.050727722,0.010605657,0.0,0.0,0.595320826,0.0,0.0
BT-BV-MS001-CH-BU-CS-CA_0,24,0.626334127,0.021890674,0.049638765,0.203109957,0.06841331,0.026039669,0.0,0.0,0.617406845,0.0,0.0
BT-BV-MS001-CH-BU-CS-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.001428571,0.0,0.0
BT-BV-MS001-CH-BU-CS-DP_0,12,0.683111669,0.086270688,0.108798586,0.375158092,0.02644671,0.0,0.026503928,0.0,0.543376968,0.0,0.0
BT-BV-MS001-CH-BU-CS-DP_0,24,0.656287565,0.011481231,0.081872147,0.298780492,0.086965211,0.0,0.020808276,0.0,0.581471762,0.0,0.0
BT-BV-MS001-CH-CS-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0
BT-BV-MS001-CH-CS-CA-DP_0,12,1.07483369,0.098214733,0.079807893,0.0,0.029112614,0.020091681,0.045720534,0.0,0.536802196,0.0,0.0
BT-BV-MS001-CH-CS-CA-DP_0,24,0.994797034,0.016398097,0.092263819,0.0,0.061363129,0.065923958,0.051347453,0.0,0.62707319,0.0,0.0
BT-BV-MS008-BU-CS-CA-DP_0,0,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.001428571,0.0
BT-BV-MS008-BU-CS-CA-DP_0,12,0.620965878,0.051688696,0.0,0.317193346,0.064475921,0.019695779,0.020789637,0.0,0.0,0.716357402,0.0
BT-BV-MS008-BU-CS-CA-DP_0,24,0.533461481,0.083184839,0.0,0.191836029,0.097406524,0.111149266,0.023821858,0.0,0.0,0.806973356,0.0
BT-BV-MS008-CH-BU-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.0,0.0,0.001428571,0.0
BT-BV-MS008-CH-BU-CA-DP_0,12,0.593304849,0.076308162,0.106027283,0.372760447,0.0,0.013462371,0.029741717,0.0,0.0,0.614228508,0.0
BT-BV-MS008-CH-BU-CA-DP_0,24,0.675428481,0.023305986,0.129234917,0.34982781,0.0,0.018027764,0.032392272,0.0,0.0,0.745282779,0.0
BT-BV-MS008-CH-BU-CS-CA_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.001428571,0.0
BT-BV-MS008-CH-BU-CS-CA_0,12,0.704108903,0.122795861,0.110329856,0.340430634,0.063948969,0.011806794,0.0,0.0,0.0,0.422412258,0.0
BT-BV-MS008-CH-BU-CS-CA_0,24,0.552668372,0.024212173,0.056191283,0.241267738,0.050884232,0.036445828,0.0,0.0,0.0,0.689997042,0.0
BT-BV-MS008-CH-BU-CS-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0,0.001428571,0.0
BT-BV-MS008-CH-BU-CS-DP_0,12,0.664136366,0.076122944,0.11809854,0.429682312,0.022726068,0.0,0.034150354,0.0,0.0,0.555583432,0.0
BT-BV-MS008-CH-BU-CS-DP_0,24,0.683514544,0.025201036,0.119147031,0.335286809,0.052764147,0.0,0.032422959,0.0,0.0,0.591663484,0.0
BT-BV-MS008-CH-CS-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.0,0.0,0.001428571,0.0
BT-BV-MS008-CH-CS-CA-DP_0,12,1.001764805,0.123252584,0.09863051,0.0,0.023214608,0.024903187,0.049695411,0.0,0.0,0.551372173,0.0
BT-BV-MS008-CH-CS-CA-DP_0,24,1.014694372,0.045698535,0.110891271,0.0,0.045747008,0.064289051,0.05434563,0.0,0.0,0.719334107,0.0
BT-BV-MS014-BU-CS-CA-DP_0,0,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.001428571
BT-BV-MS014-BU-CS-CA-DP_0,12,0.660482988,0.047684671,0.0,0.32357306,0.081338199,0.031466646,0.024665554,0.0,0.0,0.0,0.637122202
BT-BV-MS014-BU-CS-CA-DP_0,24,0.512601042,0.121056219,0.0,0.222210273,0.116417441,0.107063495,0.026867508,0.0,0.0,0.0,0.767450672
BT-BV-MS014-CH-BU-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.0,0.0,0.0,0.001428571
BT-BV-MS014-CH-BU-CA-DP_0,12,0.705446161,0.101523539,0.124171297,0.400372035,0.0,0.01684758,0.041609436,0.0,0.0,0.0,0.505029948
BT-BV-MS014-CH-BU-CA-DP_0,24,0.744873311,0.027299418,0.104757753,0.380907414,0.0,0.02287947,0.041802164,0.0,0.0,0.0,0.593813813
BT-BV-MS014-CH-BU-CS-CA_0,0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.0,0.001428571
BT-BV-MS014-CH-BU-CS-CA_0,12,0.67275859,0.109200306,0.110516024,0.308445582,0.066236447,0.016856878,0.0,0.0,0.0,0.0,0.532152819
BT-BV-MS014-CH-BU-CS-CA_0,24,0.617289003,0.025576239,0.088544166,0.215735466,0.079536375,0.042026864,0.0,0.0,0.0,0.0,0.623125181
BT-BV-MS014-CH-CS-CA-DP_0,0,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.001428571
BT-BV-MS014-CH-CS-CA-DP_0,12,0.914455272,0.093995126,0.084624968,0.0,0.034549532,0.034007845,0.057850899,0.0,0.0,0.0,0.600349733
BT-BV-MS014-CH-CS-CA-DP_0,24,0.799922337,0.043153535,0.090525061,0.0,0.056599766,0.05973959,0.064545847,0.0,0.0,0.0,0.680180568
BT-CA-CH-CS-DP,0,0.002,0.0,0.002,0.0,0.002,0.002,0.002,0.0,0.0,0.0,0.0
BT-CA-CH-CS-DP,12,1.521009985,0.0,0.0317617,0.0,0.010003916,0.000971012,0.068586736,0.0,0.0,0.0,0.0
BT-CA-CH-CS-DP,24,1.583818709,0.0,0.090724888,0.0,0.025954254,0.000770243,0.109065238,0.0,0.0,0.0,0.0
BT-CA_0,0,0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0
BT-CA_0,12,1.715623174,0.0,0.0,0.0,0.0,0.048043501,0.0,0.0,0.0,0.0,0.0
BT-CA_0,24,1.44498783,0.0,0.0,0.0,0.0,0.046512166,0.0,0.0,0.0,0.0,0.0
BT-DSM-CH-BU-CS-CA-DP_0,0,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0
BT-DSM-CH-BU-CS-CA-DP_0,12,0.899312117,0.0,0.192559568,0.597459188,0.028895496,0.012783932,0.068066678,0.219256353,0.0,0.0,0.0
BT-DSM-CH-BU-CS-CA-DP_0,24,0.822059864,0.0,0.187882114,0.293084379,0.047671358,0.017631696,0.058985898,0.216018034,0.0,0.0,0.0
BT-MS001-CH-BU-CS-CA-DP_0,0,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.001428571,0.0,0.0
BT-MS001-CH-BU-CS-CA-DP_0,12,0.756708922,0.0,0.100994222,0.477315436,0.017373725,0.011090124,0.038112876,0.0,0.461238003,0.0,0.0
BT-MS001-CH-BU-CS-CA-DP_0,24,0.68899837,0.0,0.096550713,0.292102129,0.042922601,0.021419684,0.025440925,0.0,0.48956557,0.0,0.0
BT-MS008-CH-BU-CS-CA-DP_0,0,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.001428571,0.0
BT-MS008-CH-BU-CS-CA-DP_0,12,0.798590459,0.0,0.114648746,0.525544991,0.020326089,0.012259416,0.044930765,0.0,0.0,0.479032874,0.0
BT-MS008-CH-BU-CS-CA-DP_0,24,0.731420935,0.0,0.135784302,0.364330894,0.042528862,0.027148206,0.04193482,0.0,0.0,0.549851994,0.0
BT-MS014-CH-BU-CS-CA-DP_0,0,0.001428571,0.0,0.001428571,0.001428571,0.001428571,0.001428571,0.001428571,0.0,0.0,0.0,0.001428571
BT-MS014-CH-BU-CS-CA-DP_0,12,0.797741266,0.0,0.107328258,0.533043085,0.023880765,0.013958378,0.062134693,0.0,0.0,0.0,0.442580228
BT-MS014-CH-BU-CS-CA-DP_0,24,0.767546868,0.0,0.080393679,0.322703459,0.046312235,0.021189204,0.075656897,0.0,0.0,0.0,0.456697659
BU-BV-CA-CH,0,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH,12,0.0,0.418207935,0.060829494,1.017512405,0.0,0.004616788,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH,24,0.0,0.056462061,0.355881239,1.073693261,0.0,0.029296744,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS,0,0.0,0.002,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS,12,0.0,0.321803137,0.072831272,0.57410633,0.136334483,0.004258164,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS,24,0.0,0.127546768,0.43116896,0.561833369,0.298582341,0.023035228,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS-DP,12,0.0,0.281541356,0.060806924,0.742505622,0.077847677,0.010248196,0.212716854,0.0,0.0,0.0,0.0
BU-BV-CA-CH-CS-DP,24,0.0,0.043221798,0.277756569,0.778515616,0.122401217,0.010397655,0.221207138,0.0,0.0,0.0,0.0
BU-BV-CA-CH-DP,0,0.0,0.002,0.002,0.002,0.0,0.002,0.002,0.0,0.0,0.0,0.0
BU-BV-CA-CH-DP,12,0.0,0.262222094,0.068481638,0.83136618,0.0,0.006034828,0.099728572,0.0,0.0,0.0,0.0
BU-BV-CA-CH-DP,24,0.0,0.057940408,0.406095834,0.830293561,0.0,0.010589086,0.143081084,0.0,0.0,0.0,0.0
BU-BV-CA-CS,0,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CS,12,0.0,0.960231878,0.0,0.223044573,0.220183258,0.004040299,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-CS,24,0.0,1.015951532,0.0,0.130373325,0.216406416,0.108602031,0.0,0.0,0.0,0.0,0.0
BU-BV-CA-DP,0,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0
BU-BV-CA-DP,12,0.0,1.019240531,0.0,0.329023246,0.0,0.00386736,0.075035573,0.0,0.0,0.0,0.0
BU-BV-CA-DP,24,0.0,0.741704267,0.0,0.475167701,0.0,0.081425461,0.130869266,0.0,0.0,0.0,0.0
BU-BV-CA-DSM-CH,0,0.0,0.002,0.002,0.002,0.0,0.002,0.0,0.002,0.0,0.0,0.0
BU-BV-CA-DSM-CH,12,0.0,0.471705394,0.154877671,1.109022068,0.0,0.025526594,0.0,0.059534963,0.0,0.0,0.0
BU-BV-CA-DSM-CH,24,0.0,0.117204016,0.210365519,0.750442492,0.0,0.054080999,0.0,0.168906944,0.0,0.0,0.0
BU-BV-CA-DSM-CH-CS,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.0,0.0,0.0
BU-BV-CA-DSM-CH-CS,12,0.0,0.327054177,0.139345868,0.720322563,0.081290788,0.014074667,0.0,0.074578621,0.0,0.0,0.0
BU-BV-CA-DSM-CH-CS,24,0.0,0.067127938,0.220676243,0.824473874,0.138589296,0.035804728,0.0,0.212827899,0.0,0.0,0.0
BU-BV-CA-DSM-CS,0,0.0,0.002,0.0,0.002,0.002,0.002,0.0,0.002,0.0,0.0,0.0
BU-BV-CA-DSM-CS,12,0.0,0.286887916,0.0,0.533302807,0.062426725,0.024470807,0.0,0.411911721,0.0,0.0,0.0
BU-BV-CA-DSM-CS,24,0.0,0.117419544,0.0,0.23294533,0.140287402,0.175153788,0.0,0.645193876,0.0,0.0,0.0
BU-BV-CA-MS001-CH-CS,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.0,0.001666667,0.0,0.0
BU-BV-CA-MS001-CH-CS,12,0.0,0.196847835,0.027735338,0.737340425,0.049112375,0.012102874,0.0,0.0,0.466361208,0.0,0.0
BU-BV-CA-MS001-CH-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.001666667,0.0,0.001666667,0.0,0.0
BU-BV-CA-MS001-CH-DP,12,0.0,0.245646482,0.029916298,0.685163497,0.0,0.017333679,0.21398249,0.0,0.276790891,0.0,0.0
BU-BV-CA-MS001-CH-DP,24,0.0,0.103040913,0.051441018,0.66420582,0.0,0.006508636,0.241965323,0.0,0.347504913,0.0,0.0
BU-BV-CA-MS008-CH-CS,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.0,0.0,0.001666667,0.0
BU-BV-CA-MS008-CH-CS,12,0.0,0.132820671,0.043926319,0.801336868,0.056369977,0.008463583,0.0,0.0,0.0,0.424415918,0.0
BU-BV-CA-MS008-CH-CS,24,0.0,0.02813065,0.032255528,0.396130095,0.050033455,0.019583384,0.0,0.0,0.0,0.455533558,0.0
BU-BV-CA-MS008-CH-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.001666667,0.0,0.0,0.001666667,0.0
BU-BV-CA-MS008-CH-DP,12,0.0,0.258417489,0.023111818,0.644231544,0.0,0.002578102,0.034682331,0.0,0.0,0.261645351,0.0
BU-BV-CA-MS008-CH-DP,24,0.0,0.044004203,0.083806142,0.767182729,0.0,0.008474374,0.120114351,0.0,0.0,0.507918174,0.0
BU-BV-CA-MS014-CH-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.001666667,0.0,0.0,0.0,0.001666667
BU-BV-CA-MS014-CH-DP,12,0.0,0.401592502,0.033026473,0.664978349,0.0,0.010987334,0.145152864,0.0,0.0,0.0,0.159929117
BU-BV-CA-MS014-CH-DP,24,0.0,0.156558303,0.057345804,0.621626637,0.0,0.007660905,0.142444912,0.0,0.0,0.0,0.268530101
BU-BV-CS-DP,0,0.0,0.0025,0.0,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0
BU-BV-CS-DP,12,0.0,0.943281182,0.0,0.219798715,0.271145584,0.0,0.05177449,0.0,0.0,0.0,0.0
BU-BV-CS-DP,24,0.0,0.869351875,0.0,0.176806391,0.359404548,0.0,0.040437176,0.0,0.0,0.0,0.0
BU-BV-DP,0,0.0,0.003333333,0.0,0.003333333,0.0,0.0,0.003333333,0.0,0.0,0.0,0.0
BU-BV-DP,12,0.0,0.833483453,0.0,0.5192192,0.0,0.0,0.163963958,0.0,0.0,0.0,0.0
BU-BV-DP,24,0.0,0.408121376,0.0,0.812054434,0.0,0.0,0.251490835,0.0,0.0,0.0,0.0
BU-BV-DSM-CH-CS,0,0.0,0.002,0.002,0.002,0.002,0.0,0.0,0.002,0.0,0.0,0.0
BU-BV-DSM-CH-CS,12,0.0,0.403375091,0.106744681,1.268392776,0.120671738,0.0,0.0,0.040232365,0.0,0.0,0.0
BU-BV-DSM-CH-CS,24,0.0,0.087881231,0.162980662,0.835891228,0.175300889,0.0,0.0,0.118195971,0.0,0.0,0.0
BU-BV-DSM-CH-DP,0,0.0,0.002,0.002,0.002,0.0,0.0,0.002,0.002,0.0,0.0,0.0
BU-BV-DSM-CH-DP,12,0.0,0.371349208,0.071148342,0.772685094,0.0,0.0,0.20093471,0.070549296,0.0,0.0,0.0
BU-BV-DSM-CH-DP,24,0.0,0.068449047,0.116565626,0.879126155,0.0,0.0,0.245189493,0.106669658,0.0,0.0,0.0
BU-BV-MS001-CH-CS-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.0,0.001666667,0.0,0.0
BU-BV-MS001-CH-CS-DP,12,0.0,0.213618887,0.058892266,0.549346033,0.023175988,0.0,0.166758055,0.0,0.371708771,0.0,0.0
BU-BV-MS001-CH-CS-DP,24,0.0,0.093228396,0.065385082,0.561466389,0.036892905,0.0,0.175590294,0.0,0.334603617,0.0,0.0
BU-BV-MS008-CH-CS-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.0,0.0,0.001666667,0.0
BU-BV-MS008-CH-CS-DP,12,0.0,0.129666516,0.051223227,0.66871774,0.020658474,0.0,0.066204528,0.0,0.0,0.371862842,0.0
BU-BV-MS008-CH-CS-DP,24,0.0,0.013039491,0.071074903,0.60933359,0.136339627,0.0,0.084486356,0.0,0.0,0.43505936,0.0
BU-BV-MS014-CH-CS-DP,0,0.0,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.0,0.0,0.0,0.001666667
BU-BV-MS014-CH-CS-DP,12,0.0,0.258321837,0.052249891,0.684074485,0.034213263,0.0,0.135821165,0.0,0.0,0.0,0.354819326
BU-BV-MS014-CH-CS-DP,24,0.0,0.124577421,0.075541628,0.475890167,0.05765019,0.0,0.101274375,0.0,0.0,0.0,0.282066253
BU-BV-MS014-CH-DP,0,0.0,0.002,0.002,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.002
BU-BV-MS014-CH-DP,12,0.0,0.305601534,0.037049152,0.74541435,0.0,0.0,0.130194433,0.0,0.0,0.0,0.198073849
BU-BV-MS014-CH-DP,24,0.0,0.133729661,0.065426591,0.751239515,0.0,0.0,0.157298828,0.0,0.0,0.0,0.280138712
BU-BV-MS014-DP,0,0.0,0.0025,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025
BU-BV-MS014-DP,12,0.0,0.285037986,0.0,0.485413713,0.0,0.0,0.039466493,0.0,0.0,0.0,0.414581798
BU-BV-MS014-DP,24,0.0,0.107984345,0.0,0.445453157,0.0,0.0,0.050910173,0.0,0.0,0.0,0.597985647
BU-BV_0,0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU-BV_0,12,0.0,0.677923254,0.0,0.677910064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU-BV_0,24,0.0,1.007333068,0.0,0.352166929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BU-CA-CH-CS,0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0
BU-CA-CH-CS,12,0.0,0.0,0.05567025,0.723322159,0.103264786,0.002409447,0.0,0.0,0.0,0.0,0.0
BU-CA-CH-CS,24,0.0,0.0,0.113584497,0.530220954,0.440239499,0.009955042,0.0,0.0,0.0,0.0,0.0
BU-CA-CH-DP,0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0
BU-CA-CH-DP,12,0.0,0.0,0.046802474,0.712456931,0.0,0.004527958,0.122212659,0.0,0.0,0.0,0.0
BU-CA-CH-DP,24,0.0,0.0,0.027729727,0.539385805,0.0,0.003691967,0.822359182,0.0,0.0,0.0,0.0
BU-CA-CS,0,0.0,0.0,0.0,0.003333333,0.003333333,0.003333333,0.0,0.0,0.0,0.0,0.0
